@lat	@lon	name	desc	sym	type	@href	text	gsak:User2	gsak:UserSort	gsak:Code	@available	@archived	groundspeak:placed_by	groundspeak:type	groundspeak:container	groundspeak:difficulty	groundspeak:terrain	groundspeak:short_description	groundspeak:long_description	groundspeak:encoded_hints
39.468917	-88.157	GC73Z13	Hoppy Frog! by dickfamily5 (2/3)	Geocache	Geocache|Traditional Cache	http://www.geocaching.com/seek/cache_details.aspx?guid=f500c587-d3f8-4d29-a6a2-76b748222257	Hoppy Frog! by dickfamily5		1480	GC73Z13	True	False	dickfamily5	Traditional Cache	Regular	2	3	"OrderedDict([('@html', 'True'), ('#text', ""<p><tt>He is Hoppy just like me, I wonder what I'll find, I wonder what I'll see! I wonder, I wonder what is waiting here for me!</tt></p>\n<p><tt>~ An original poem by Avelynn Grace the Middle Child of the DickFamily5</tt></p>\n<p><tt>We hope you love this Cache &lt;3</tt></p>"")])"	OrderedDict([('@html', 'True'), ('#text', '<p>We LOVE the wonderful work at Lake Charleston and all the beautiful trails! We wanted to celebrate the newest and most traversed trail by the DF5 by hiding a cache alond the way! The quickest way to access this cache is to park at Sister City Park and cross 130 to pick up the TrailHead right here. This will be a bit of hike, definately not a park and grab! Take time to enjoy the adventure! The cache can be accessed from many different angles depending on how adventrous you want to be! This cache is in a unique container in a spot that should keep it pretty dry and safe, so please take care to return him exactly where you found him! Please always CITO and keep the woods beautiful!\xa0</p>\nBYOP\n<p>Additional Waypoints</p>P073Z13 - Sister City Park<br />N 39° 28.128 W 088° 09.811<br />Best way to access this cache is to park at Sister City park. Go across 18th street and down the new trail.<br />')])	I saw a little frog,He was cuter than can be.He was hiding under a log,I think he croaked at me!
39.472967	-88.150133	PK2723F	North Parking Gabriel & Joshs First Cache by Mean Gene (1/1)	Parking	Geocache|Other		North Parking Gabriel & Joshs First Cache by Mean Gene		1485	PK2723F	True	False	Mean Gene	Other	Other	1	1	OrderedDict([('@html', 'False')])	OrderedDict([('@html', 'False')])	
39.466317	-88.152033	GC2723F	Gabriel & Joshs First Cache (The Mentorship Cache) by Stormin&Shad (4/3)	Geocache	Geocache|Traditional Cache	http://www.geocaching.com/seek/cache_details.aspx?guid=b0565628-6dfa-43f3-b9af-73d8a3143cf3	Gabriel & Joshs First Cache (The Mentorship Cache) by Stormin&Shad		1490	GC2723F	True	False	Stormin&Shad	Traditional Cache	Regular	4	3	OrderedDict([('@html', 'True'), ('#text', '<br />\nThis Cache is out at lake view park located near two other\ngreat<br />\ncaches. The view is beutiful and the terrain is not bad at\nall,<br />\njust a few hills which is why I gave the terrain a 3, although\nit<br />\nis a pretty good hike from the parking area to the cache.\nGetting<br />\nto the cache will take some general dexterity, so that is why I\ngave<br />\nthe difficulty of a 3.<br />\n<br />')])	"OrderedDict([('@html', 'True'), ('#text', '<p>I have been Gabriel\'s Big Brother for a little over a year and\nit has been such a Blessing for both of us. One of the first things\nwe did when I started hanging out with Gabriel was geocaching in\nfact, the very first Cache we ever found is less the 1500 feet from\nwhere we hid this one. We thought since this was the first Cache we\nhad ever hid, it would be appropriate to hide it near the first\nCache we ever found together. The cache is located at Lake View\npark which is kind of difficult to find if you have never been\nthere. You might ask for directions at the Casey\'s gas station. The\nnice thing too is there are two caches located here as well and the\nplace is beutiful. My Dad, used to take his Dog out there and play\nhis guitar with his friends there back in the 1970\'s when he was in\nCollege.</p>\n<p>Anyway this Cache will take you on a nice hike through the park,\nand you can actually keep the lake in sight all the way to the\ncache. It being our first Hide, we thought we would make it a good\none. So this one won\'t be an easy one to find without the clue. I\nam not a fan of not finding the Cache so after the first to find, I\nwill post a video clue, where Gabriel shows you where it is,\nbecause even after you know, it\'s still going to be fun to get too\n:] The container is actually a green paintball pod, if your a\npaintball player you will know what your looking for otherwise you\nmight have to google it to find out what it looks like. Original\ncontents are: A brand new in the plastic, with the tag on them,\npair of Panama Jack Sunglasses for FTF, a rubber snake, poker\nchips, a gummy nose and ear, a red pen, a blue pen, a black pen and\nthe logbook.</p>\n<p>You can check out the video about Gabriel and I if you want\nsince were new on the hiding geocaches scene :]. <a href=\n""http://www.youtube.com/watch?v=99AYGWOTW8E"">See our mentorship\nvideo here!</a> Thanks and happy cacheing!</p>')])"	Better bring your climbing shoes Dont know where to climb just look for a misplaced petra it points the way. Still can't find it. Go back to the video linked in the description and in my channel there is a video that points you directly to the cache
39.474383	-88.164433	AC6EJ9M	Access Feel The Power by roelsch (1/1)	Access	Geocache|Other		Access Feel The Power by roelsch		1500	AC6EJ9M	True	False	roelsch	Other	Other	1	1	OrderedDict([('@html', 'False')])	OrderedDict([('@html', 'False')])	
39.474867	-88.16405	GC6EJ9M	Feel The Power by Flowerdoc (2/1.5)	Geocache	Geocache|Traditional Cache	http://www.geocaching.com/seek/cache_details.aspx?guid=214d2ef4-545c-40fc-98b6-4bb6018e635b	Feel The Power by Flowerdoc		1510	GC6EJ9M	True	False	Flowerdoc	Traditional Cache	Micro	2	1.5	OrderedDict([('@html', 'True'), ('#text', '<p>The cache is located near the Eastern Illinois University Renewable Energy Center.  Most would describe it as a park, walk, and grab. </p>')])	OrderedDict([('@html', 'True'), ('#text', '<p>The cache is a matchstick container with a logsheet only so bring your own writing instrument.  Be advised that, if you walk in the mowed area near the cache, folks from the nearby apartments walk their dogs here and often neglect to properly clean up after their pets.</p>')])	Hang around
39.477067	-88.165783	GCWT34	It's Greek to Me by Flowerdoc (1.5/1)	Geocache	Geocache|Traditional Cache	http://www.geocaching.com/seek/cache_details.aspx?guid=2a6f08ec-38dd-4b5a-8be9-e9c15384a1d7	It's Greek to Me by Flowerdoc		1520	GCWT34	True	False	Flowerdoc	Traditional Cache	Micro	1.5	1	OrderedDict([('@html', 'False'), ('#text', 'The cache is on the campus of Eastern Illinois University.')])	OrderedDict([('@html', 'False'), ('#text', 'The cache is a small, white container with a log sheet but no writing instrument.  It replaces one nearby that had to be moved because of some nearby plantings/construction.')])	
39.4808	-88.16045	AC1JA5E	Access VFW Way Park by roelsch (1/1)	Access	Geocache|Other		Access VFW Way Park by roelsch		1530	AC1JA5E	True	False	roelsch	Other	Other	1	1	OrderedDict([('@html', 'False')])	OrderedDict([('@html', 'False')])	
39.480783	-88.159333	GC1JA5E	VFW Way Park by Flowerdoc (2/1.5)	Geocache	Geocache|Traditional Cache	http://www.geocaching.com/seek/cache_details.aspx?guid=fda12402-c6bb-491c-aa3f-d54fb2cfbf7b	VFW Way Park by Flowerdoc		1540	GC1JA5E	True	False	Flowerdoc	Traditional Cache	Micro	2	1.5	OrderedDict([('@html', 'False'), ('#text', 'The cache is located at a place where, if the park is in use, superior stealth certainly suggested.  You may need a log sheet extraction device and I request that you DO NOT unscrew the cap; instead, remove the plug on the bottom.')])	OrderedDict([('@html', 'False'), ('#text', 'This cache replaces an earlier one located in a wooded thicket at the rear of VFW Way Park.  It was muggled several times.  Although the new cache is out in the open, I am hoping that its design and location will make it unlikely to be noticed by evil and unsuspecting eyes.')])	Let there be light
39.485633	-88.16205	GC6RJ3T	Just another light pole cache. by Elzy5 (1.5/1.5)	Geocache	Geocache|Traditional Cache	http://www.geocaching.com/seek/cache_details.aspx?guid=c3a4c2b1-7a73-4c57-81a7-04dd1a527c9c	Just another light pole cache. by Elzy5		1550	GC6RJ3T	True	False	Elzy5	Traditional Cache	Small	1.5	1.5	OrderedDict([('@html', 'True'), ('#text', 'Simple P&amp;G.')])	OrderedDict([('@html', 'True'), ('#text', 'These are some of my favorite P&amp;Gs. Placed with permission from the owner.')])	
39.4892	-88.16385	GC2B52A	Can We Go For A Swim? by OzGuff (2/1.5)	Geocache	Geocache|Unknown Cache	http://www.geocaching.com/seek/cache_details.aspx?guid=d1c513e8-e50c-4f7f-aa4d-b02eab3a279f	Can We Go For A Swim? by OzGuff	CORRECTED	1560	GC2B52A	True	False	OzGuff	Unknown Cache	Micro	2	1.5	OrderedDict([('@html', 'True'), ('#text', 'Practically a park-and-grab, at least after solving a very easy puzzle')])	"OrderedDict([('@html', 'True'), ('#text', 'I used to have a <a href=""http://www.geocaching.com/seek/cache_details.aspx?guid=9d44aed7-5baf-4dd1-a8f1-b91aed6fd914&amp;log=y&amp;decrypt="">complicated puzzle cache</a> that rarely got visited; when the first stage went missing I decided to archive it. That left me with a cache container, so I decided to use it for a new cache. There is absolutely nothing redeeming about this cache, except for the smilie! Enjoy! [P.S. The cache is NOT made of duct tape.]\n<p>The cache is NOT located at the listed coordinates. Use the following information -- which utilizes the names of the eight cachers who found the old cache -- to figure out the correct coordinates:</p>\n<p>N 39° 29. <b>[Flowerdoc MINUS CYBret] [racer2814]</b> 2<br />\nW 88° 09. <b>[sataraid1] [Dieseldoc MINUS koneko] [MutherAndSun MINUS super_cacher]</b></p>\n<p>CHECKSUM: If the five missing digits are totaled they equal XY. If the two digits of XY are totaled they equal 2.</p>\n<p align=""center""><font size=""3"" color=""green"">FTF HONORS GO TO <a rel=""nofollow"" href=""http://www.geocaching.com/profile/?guid=15da664a-5079-4a5d-ba2c-d191f15bdad0"" target=""_blank"">naturenik</a>!!!</font></p>\n<center><a rel=""nofollow"" href=""http://groups.yahoo.com/group/wncgeocaching/join""><img src=""http://img.geocaching.com/cache/8d2a158e-d968-4d9a-82de-8abdc7cfabfa.jpg"" alt=""Click here to join WNC Geocaching"" /></a> <a rel=""nofollow"" href=""http://www.ncgeocachers.org/""><img src=""http://img.geocaching.com/user/85f16120-f07f-4b56-abb4-341a4469091a.jpg"" /></a></center>\n\n<p>Additional Waypoints</p>')])"	Non-letters should be ignored
39.48915	-88.154483	PK1N8JG	Parking for Moon_light's 1000th and Nighthawk's 600th by roelsch (1/1)	Parking Area	Geocache|Other	http://www.geocaching.com/seek/wpt.aspx?WID=55d2a7dd-96d5-4a99-81f3-f1b4bc6305ec	Parking for Moon_light's 1000th and Nighthawk's 600th by roelsch		1570	PK1N8JG	True	False	roelsch	Other	Other	1	1	OrderedDict([('@html', 'False')])	OrderedDict([('@html', 'False')])	
39.4898	-88.15365	GC1N8JG	Moon_light's 1000th and Nighthawk's 600th by pneuma (2.5/2.5)	Geocache	Geocache|Traditional Cache	http://www.geocaching.com/seek/cache_details.aspx?guid=2988cd4b-0e3e-45dc-b124-d392b50457b1	Moon_light's 1000th and Nighthawk's 600th by pneuma		1580	GC1N8JG	True	False	pneuma	Traditional Cache	Regular	2.5	2.5	OrderedDict([('@html', 'True'), ('#text', '<p><b>Congratulations to my daughter and son-in-law on their\ngeocaching achievements!</b></p>\n<p>You can celebrate with them by finding<br />\nthis cache!</p>')])	"OrderedDict([('@html', 'True'), ('#text', '<p><b>Please give Moon_light and Nighthawk a chance to find this\none<br />\nfirst. The ""Geo-socks"" are for them.</b></p>\n<p>You are looking for a regular sized lock-n-lock full of caching\ngoodies. Search high and low and watch your step. Expect a brushy\nhike, and you might get a little wet.</p>\n<p><b>PLEASE PARK ONLY AT THE PARKING COORDINATES! It\'s a\nmuggle-free area...except on Sunday mornings.</b></p>\n<p>If you want a scenic view climb the dirt pile and look around!\nThere\'s a pond near the cache.</p>\n<center><b>Beware of lions, tigers, bears and <i>especially</i>\nrabbits</b></center>\n<br /><p>Additional Waypoints</p>PK1N8JG - Parking<br />N 39° 29.349 W 088° 09.269<br /><br />')])"	When you find an old green trash can you're close.
39.48455	-88.154117	GC1KCRK	A COMMON CACHE by pneuma (1.5/1.5)	Geocache	Geocache|Traditional Cache	http://www.geocaching.com/seek/cache_details.aspx?guid=30231d41-73c5-46ff-9898-f7d71c44a61c	A COMMON CACHE by pneuma		1590	GC1KCRK	True	False	pneuma	Traditional Cache	Small	1.5	1.5	OrderedDict([('@html', 'False'), ('#text', 'Not very far from Charleston Commons cache...in a very common hide....a p&g...quick and easy.   Actually a small small or a large micro.  BYOP')])	"OrderedDict([('@html', 'False'), ('#text', ""My son works between this cache and Charleston Commons.  A nice quiet place away from most muggles.\n\nSee, Ol' Pneuma can put out an easy one once in awhile."")])"	NONE
39.465783	-88.100983	GC1N90P	Grant Cemetery by Sparayman75 & Toadpossy (1.5/1.5)	Geocache	Geocache|Traditional Cache	http://www.geocaching.com/seek/cache_details.aspx?guid=cbb047cc-fa45-4bc2-8ad2-5b43a5f3a524	Grant Cemetery by Sparayman75 & Toadpossy		1600	GC1N90P	True	False	Sparayman75 & Toadpossy	Traditional Cache	Regular	1.5	1.5	OrderedDict([('@html', 'False'), ('#text', 'Located at the Grant Cemetery. Should be a quick park & grab.')])	OrderedDict([('@html', 'False'), ('#text', 'Cache is a cammoed cashew container filled with various small trade items.')])	You could be stumped at the entrance.
39.507933	-88.11775	P156XMC	Parking for Father's Day Cache by roelsch (1/1)	Parking Area	Geocache|Other	http://www.geocaching.com/seek/wpt.aspx?WID=ca9dbe29-83c1-4d44-9b3c-3a7080af1bf4	Parking for Father's Day Cache by roelsch		1610	P156XMC	True	False	roelsch	Other	Other	1	1	OrderedDict([('@html', 'True'), ('#text', '<b>Type: </b>Parking Area<br> <b>Comment: </b>You can park in the mowed grass, parking is clearly marked by a geocache parking sign and you can back out into the driveway.')])	OrderedDict([('@html', 'False')])	
39.507983	-88.11745	GC56XMC	Father's Day Cache by Stormin&Shad (1/2)	Geocache	Geocache|Traditional Cache	http://www.geocaching.com/seek/cache_details.aspx?guid=e24cf28d-0646-4f95-9445-8128abc7c75f	Father's Day Cache by Stormin&Shad		1620	GC56XMC	True	False	Stormin&Shad	Traditional Cache	Regular	1	2	OrderedDict([('@html', 'True'), ('#text', '<p>This a quick park and grab with a full size ammo can full of goodies. The Cache is on private property, with permission of the owner, so please only seek it during daylight hours. The cache is in the woods, not in the memorial gardens, please stay out of the gardens and flowers. No worries about muggles here, accept for the cache owner who ma stop if they see you for a friendly chat.\xa0</p>')])	"OrderedDict([('@html', 'True'), ('#text', '<p>Parking in the grass is clearly marked, but there are coordinates for that as well in case you need them. Please do not continue up the drive but use the appropriate parking to turn around and leave the way you came.</p>\n<p>This Cache is being placed on Father\'s day weekend in memory of my Father, Craig Norman who passed on from this world on May 19th. His memorial was a beutiful testimony to the life he lived and even the lives he saved.\xa0Craig graduated from Glenbard West High School 1970. He later graduated from Eastern Illinois University B.S. degree, and St. Louis University School of Nursing B.S.N degree Magna cum Laude. In 1993, he graduated from Bradley University with a M.S. degree in Anesthesia. He worked as a Nurse Anesthetist at several locations, most recently in Palm Bay, FL. Craig especially enjoyed spending time with his sons skiing, playing golf, paintball and of course geocaching. He was a talented musician and enjoyed sharing his gift of music with family and others.\xa0You can listen to audio of the memorial service <a href=""https://www.youtube.com/watch?v=2DVAzaiZtYw"">at this Link.</a></p>\n<p>In the memorial garden\'s by the Cache you will see a smoke tree which is a symbol of my Father\'s beutiful life as well as a rock that signifies the importance of the Norman family to him. I still remember the first time I took my Dad geocaching he was floored that people would take so much time to setup the Cache and by how creative people were in hiding as well by how much fun it was to try and find them. I think he would be thrilled that a Cache is setup in his, and that you are taking the time to find it. Happy Hunting!</p>\n<p>\xa0</p>\n\n<p>Additional Waypoints</p>P156XMC - In the Grass Parking<br />N 39° 30.476 W 088° 07.065<br />You can park in the mowed grass, parking is clearly marked by a geocache parking sign and you can back out into the driveway.<br />')])"	In the Woods to the East of the Smoke Tree and Stone.
39.507933	-88.11775	P06MVGF	Parking for The Battle of NORMANdy by  (1/1)	Parking Area	Geocache|Other	https://www.geocaching.com/seek/wpt.aspx?WID=ee6f20e9-b9e0-416c-b723-f4604b7c0254	Parking for The Battle of NORMANdy by		1630	P06MVGF	True	False		Other	Unknown	1	1	OrderedDict([('@html', 'True'), ('#text', '<b>Type: </b>Parking Area<br> <b>Comment: </b>Pull in the driveway and park in the grass and wood chip parking spot to start the cache. Back out and leave the way you came.')])	OrderedDict([('@html', 'False')])	
39.507233	-88.119217	GC6MVGF	The Battle of NORMANdy by Stormin&Shad (3/3.5)	Geocache	Geocache|Multi-cache	https://www.geocaching.com/seek/cache_details.aspx?guid=a04d4c4e-deb9-4d75-b342-dc8e56499837	The Battle of NORMANdy by Stormin&Shad		1640	GC6MVGF	True	False	Stormin&Shad	Multi-cache	Regular	3	3.5	OrderedDict([('@html', 'True'), ('#text', '<p>There have been many battles that have taken place in the woods surrounding this cache. It all began with my Dad and Brother, and our very first Brass Eagle Talon paintball guns. Many have made fond memories here. Even during a time when my Dad was in a wheel chair, he would still wheel himself out and play. This cache is a celebration of all the battles and fun many have had here. The cache attempts to put you in the place of many who have come before you engaging in the games.</p>')])	OrderedDict([('@html', 'True'), ('#text', '<p>This cache is on private property and is maintained by the property owners. You can take the parts of the cache with you, if you would like as you advance on your mission, just make sure you return them to where you found them in order to avoid hindering the progress of future cachers. At the first way point you will need to search a 10 foot radius. Your mission if you choose to accept it, is to find the ammunition stash, equip for battle and defend the final position, to claim victory. This cache begins with an uphill battle in which you will have to use stealth to traverse difficult terrain undetected, to the ammunition and equipment stash. After you are fully equipped make your way to the final battle front to claim your victory.\xa0<br />\n\xa0</p>\n\n<p>Additional Hidden Waypoints</p>FN6MVGF - Final Location<br />N/S  __ ° __ . ___ W/E ___ ° __ . ___ <br />Victory is ours! Defend the final advance, and find the cache. Please return the parts to this multi-cache to the place you found them, so that future combatants can be well equipped.<br />P06MVGF - In the Grass Parking<br />N 39° 30.476 W 088° 07.065<br />Pull in the driveway and park in the grass and wood chip parking spot to start the cache. Back out and leave the way you came.<br />')])	Latitude on the ammunition, Longitude on the weapon both are within 20 feet of the initial coordinates. Final cash may require air warfare.
39.5006	-88.133083	GC2KJG7	Out of the Bowels and into the bushes. by pneuma (2/2)	Geocache	Geocache|Traditional Cache	http://www.geocaching.com/seek/cache_details.aspx?guid=801fe737-1418-4539-92f5-47bc7b220ff5	Out of the Bowels and into the bushes. by pneuma		1650	GC2KJG7	True	False	pneuma	Traditional Cache	Regular	2	2	"OrderedDict([('@html', 'False'), ('#text', 'Actually the old ""Deep Fearful Bowels"" cache is still nearby if you want to go after it.  It\'s archived, but you can probably still record a find.')])"	"OrderedDict([('@html', 'False'), ('#text', ""Should be a rather easy find, just a bit brushy.  Rabbits were running all over when I placed the ammo box.  It's loaded with goodies for young and old. Should be a good place to leave a TB.  \n\nTake the time to put the cache back where I placed it.\nThanks and Happy Caching.  Merry Christmas and Happy New Year are in order as well since I placed it just before Christmas."")])"	Head high
39.497433	-88.1629	GC2X98J	Charles Town Shuffle by JennaM716 (1.5/2)	Geocache	Geocache|Traditional Cache	http://www.geocaching.com/seek/cache_details.aspx?guid=6ad6aa9e-20e1-4c9f-a555-66205b73e18f	Charles Town Shuffle by JennaM716		1660	GC2X98J	True	False	JennaM716	Traditional Cache	Small	1.5	2	OrderedDict([('@html', 'False'), ('#text', 'Should be a fairly easy park and go.')])	OrderedDict([('@html', 'False'), ('#text', 'There is a bike lane that you should be able to park at and the tall foilage should cover you from anyone who passes by. A little steep, have to go through some brush but all in all fairly easy find. There is a log (bring your own pen) and some small treasures to trade. If you take something, please leave something in its place. It is in a small container labeled Geocache. Please leave the cache how you found it to give it a bit of a challenge. Hope you enjoy.')])	Make sure to tie your shoe in a knot
39.503783	-88.179283	GC1W3T7	Baker Baseball Field Revisited by Flowerdoc (2/1.5)	Geocache	Geocache|Traditional Cache	http://www.geocaching.com/seek/cache_details.aspx?guid=a5493abb-9fde-435d-91e0-b85afa3795e5	Baker Baseball Field Revisited by Flowerdoc		1670	GC1W3T7	True	False	Flowerdoc	Traditional Cache	Other	2	1.5	OrderedDict([('@html', 'False'), ('#text', 'This cache replaces one in a nearby area that seemed to be a favorite of the muggles.  Please do not attempt this cache when the baseball field is in use.')])	OrderedDict([('@html', 'False'), ('#text', 'The cache is a NANO but it is located where you ought to be able to spot it without any physical gymnastics.  PLEASE, PLEASE PLEASE, log with your initials only.')])	Eight feet
39.494117	-88.175233	GC6N33C	Just another Brick in the Wall by moffett555  Shudd (1.5/1.5)	Geocache	Geocache|Traditional Cache	http://www.geocaching.com/seek/cache_details.aspx?guid=78a23eff-d5ad-4707-ab8f-38815ed286b4	Just another Brick in the Wall by moffett555  Shudd		1680	GC6N33C	True	False	moffett555  Shudd	Traditional Cache	Small	1.5	1.5	OrderedDict([('@html', 'True'), ('#text', '<p>This is a fairly easy cache for all ages. It takes you to an old part of Charleston that not a lot of people see. Nothing fancy just a neat little spot.</p>')])	OrderedDict([('@html', 'True'), ('#text', '<p>I walk past here on my way to work and felt this little spot needed a cache. Placed with permisson. Plenty of parking on the surrounding streets.\xa0\xa0\xa0 Original contents include a logsheet, pencil, sharpener and prize for First to Find.</p>')])	It's all in the name
39.484767	-88.176883	PK3HJHC	Parking for Hair Today, Gone Tomorrow by roelsch (1/1)	Parking	Geocache|Other		Parking for Hair Today, Gone Tomorrow by roelsch		1690	PK3HJHC	True	False	roelsch	Other	Other	1	1	OrderedDict([('@html', 'False')])	OrderedDict([('@html', 'False')])	
39.484633	-88.176733	GC3HJHC	Hair Today, Gone Tomorrow by Flowerdoc (1.5/1.5)	Geocache	Geocache|Traditional Cache	http://www.geocaching.com/seek/cache_details.aspx?guid=407e8aa1-4b04-4cd5-9f05-f152d4caaee9	Hair Today, Gone Tomorrow by Flowerdoc		1700	GC3HJHC	True	False	Flowerdoc	Traditional Cache	Micro	1.5	1.5	OrderedDict([('@html', 'False'), ('#text', 'The cache container is smaller than a film canister but larger than a nano.')])	OrderedDict([('@html', 'False'), ('#text', 'This cache is located near a barbershop where I have supplied my hair for more than a few years.  The shop has been in this location since August 1966.  The owners of the shop are aware of cache and just might assist your finding it should you have any difficulty.  The terrain is such that a wheelchair bound person might be able to retrieve the cache.  You will need a writing instrument and you might need an extraction device to retrieve the log sheet.\n\nInasmuch as the cache is located close to the Eastern Illinois University campus, muggles abound.  Please use stealth when retrieving the cache.')])	A XXXX from the blue
39.4821	-88.177217	PK3A0K6	Parking for Flowerdoc's Garden by roelsch (1/1)	Parking	Geocache|Other		Parking for Flowerdoc's Garden by roelsch		1710	PK3A0K6	True	False	roelsch	Other	Other	1	1	OrderedDict([('@html', 'False')])	OrderedDict([('@html', 'False')])	
39.482567	-88.175733	GC3A0K6	Flowerdoc's Garden by Flowerdoc (1.5/1)	Geocache	Geocache|Traditional Cache	http://www.geocaching.com/seek/cache_details.aspx?guid=0a2ed124-b41f-4df1-8380-8bfd16109f10	Flowerdoc's Garden by Flowerdoc		1720	GC3A0K6	True	False	Flowerdoc	Traditional Cache	Other	1.5	1	OrderedDict([('@html', 'False'), ('#text', 'The cache is a magnetic nano.  PLEASE LOG WITH YOUR INITIALS ONLY.')])	OrderedDict([('@html', 'False'), ('#text', 'The cache is located in a very, very high muggle area so I recommend extreme stealth while attempting the find.\n\nAfter you have found the cache, enjoy viewing the perennial garden while sitting on a nearby bench.  The garden is dedicated to a retired Provost at Eastern Illinois University.  The engraved stone marker commemorates his tenure at EIU and does not indicate his passing.')])	Carl Friedrich Gauss
39.481383	-88.17425	GC3P9JD	Checkmate! by athayward (3/1.5)	Geocache	Geocache|Unknown Cache	http://www.geocaching.com/seek/cache_details.aspx?guid=53c04c4d-7ad6-48b8-98aa-b6d0c6712c6a	Checkmate! by athayward	CORRECTED	1730	GC3P9JD	True	False	athayward	Unknown Cache	Other	3	1.5	OrderedDict([('@html', 'True'), ('#text', '<strong>Cache is not at posted coordinates!\xa0</strong>You will have to solve a chess-related puzzle in order to find the final coordinates of this <u>magnetic nano</u>.<br />\n<br />\n<strong>FTF goes to Arawasa</strong>')])	"OrderedDict([('@html', 'True'), ('#text', ""Chess is a game of strategy, intuition, and creativity. While you may not need all of those traits to find this cache, they'll certainly help! The history of the game can be traced back over 1,500 years to present-day India where variants of it were combined into the game as we know it today. If you're not well-versed in the ways of this incredible game, a few quick internet searches (or a friend) should help you along nicely.<br />\n<br />\nThe cache is located at\xa0N 39° 28.ABC W 088° 10.DEF<br />\n<br />\nA – Number of rows/columns on a standard board<br />\nB – Amount of pawns a player begins a game with<br />\nC – Minimum number of moves for Nb1 --&gt; Ng5<br />\nD – Minimum number of moves for Kd1 --&gt; Ke5<br />\nE – Maximum amount of spaces a pawn can move + Minimum number of moves for Bc8 --&gt; Ba4 + Amount of queens a player begins with<br />\nF – Amount of spaces moved for Bf1 --&gt; Bc4 - Minimum number of moves for Rc7 --&gt; Re2<br />\n<br />\n<br />"")])"	"Puzzle: An annotated chess board might help you out.
Cache: Have a seat looking at the 5-0 and think about it."
39.481733	-88.181683	AC2YW6Z	Access Coach by roelsch (1/1)	Access	Geocache|Other		Access Coach by roelsch		1740	AC2YW6Z	True	False	roelsch	Other	Other	1	1	OrderedDict([('@html', 'False')])	OrderedDict([('@html', 'False')])	
39.4803	-88.1824	PK2YW6Z	Parking for Coach by roelsch (1/1)	Parking	Geocache|Other		Parking for Coach by roelsch		1750	PK2YW6Z	True	False	roelsch	Other	Other	1	1	OrderedDict([('@html', 'False')])	OrderedDict([('@html', 'False')])	
39.479967	-88.18175	GC2YW6Z	Coach by SmokingGnu (1.5/1.5)	Geocache	Geocache|Traditional Cache	http://www.geocaching.com/seek/cache_details.aspx?guid=ac75f530-2273-474e-845e-52767d47b9ef	Coach by SmokingGnu		1760	GC2YW6Z	True	False	SmokingGnu	Traditional Cache	Micro	1.5	1.5	OrderedDict([('@html', 'False'), ('#text', 'Use extreme stealth or avoid attempting this find on game days due to high muggle activity.')])	OrderedDict([('@html', 'False'), ('#text', 'A cache for my Dad, who was a Panther for 25 seasons, and now needs to find a hobby.\xa0 Hope he takes up caching, and this can be his first find!\xa0 Go EIU!\n\n“We are loyal EIU, we’re loyal and true\n‘though the odds be great or small,\nwe’ll still be cheering you - rah, rah\nSo fight you Panthers for the glory of our dear name\nfight on for Eastern, come on you\nPanthers win this game!”\n\n\nCongrats to Spectral88 for FTF!')])	Billy Panther
39.477133	-88.183233	AC3BZG3	Access I.M. EIU - Dash Cache by roelsch (1/1)	Access	Geocache|Other		Access I.M. EIU - Dash Cache by roelsch		1770	AC3BZG3	True	False	roelsch	Other	Other	1	1	OrderedDict([('@html', 'False')])	OrderedDict([('@html', 'False')])	
39.475067	-88.185467	GC3BZG3	I.M. EIU - Dash Cache by deeboz (1/1.5)	Geocache	Geocache|Traditional Cache	http://www.geocaching.com/seek/cache_details.aspx?guid=5bda8679-4aeb-4837-b126-746a124516fe	I.M. EIU - Dash Cache by deeboz		1780	GC3BZG3	True	False	deeboz	Traditional Cache	Small	1	1.5	"OrderedDict([('@html', 'False'), ('#text', ""I know this cache needs a new container. The next time I'm in town, I will replace the container.\nThis cache is located on the far west end of EIU's campus, near the intramural fields. It is right off the panther trail which surrounds a good portion of campus."")])"	"OrderedDict([('@html', 'False'), ('#text', 'Small lock & lock container which original items include log and pencil, a Canadian penny, and a few ""goodies"" for the kids.\n\nThe only time muggles will be a problem is during a cross country meet or maybe the occasional runner or two.\n\nThis is a great area that many students don\'t even know exist. Enjoy a nice walk with the dog and maybe pick up a couple more caches somewhat nearby! :)\n\nRegarding parking, I recommend parking in the Stadium lot. It is possible that you could be nabbed with a parking ticket, but usually they aren\'t too strict on that lot as long as there are plenty of spaces available. To avoid the slight chance anyway, parking on Grant Ave is free.')])"	If I were a furry little friend, where would I hide?
39.495883	-88.186083	AC14WAW	Access Coles Cemetery – Old City by roelsch (1/1)	Access	Geocache|Other		Access Coles Cemetery – Old City by roelsch		1790	AC14WAW	True	False	roelsch	Other	Other	1	1	OrderedDict([('@html', 'False')])	OrderedDict([('@html', 'False')])	
